"timestamp";"open";"high";"low";"close";"volume"
"2025-07-21 09:30:00";210.7550048828125;211.00999450683597;210.0;210.32000732421875;9395885
"2025-07-21 09:35:00";210.32440185546875;210.4355010986328;209.88999938964844;210.16000366210935;841538
"2025-07-21 09:40:00";210.1199951171875;210.3800048828125;209.8999938964844;210.0399932861328;698673
"2025-07-21 09:45:00";210.02999877929688;210.50999450683597;210.0001983642578;210.1999969482422;887644
"2025-07-21 09:50:00";210.19000244140625;210.4199981689453;209.88999938964844;210.2350006103516;706489
"2025-07-21 09:55:00";210.2100067138672;210.38999938964844;210.0095977783203;210.32000732421875;458238
"2025-07-21 10:00:00";210.33999633789065;210.6199951171875;210.19009399414065;210.44000244140625;520448
"2025-07-21 10:05:00";210.44590759277344;210.52999877929688;209.7044982910156;209.8029937744141;576464
"2025-07-21 10:10:00";209.8000030517578;210.1300048828125;209.75;210.09500122070312;405929
"2025-07-21 10:15:00";210.1000061035156;210.2400054931641;209.92999267578125;210.1300048828125;488947
"2025-07-21 10:20:00";210.13009643554688;210.32269287109372;209.92010498046875;209.95880126953125;453480
"2025-07-21 10:25:00";209.94500732421875;210.09500122070312;209.88999938964844;209.9542999267578;295949
"2025-07-21 10:30:00";209.9600067138672;210.2050018310547;209.7700042724609;210.16000366210935;483816
"2025-07-21 10:35:00";210.19000244140625;210.5;210.0406951904297;210.3500061035156;476123
"2025-07-21 10:40:00";210.3500061035156;210.5;210.19000244140625;210.3096923828125;443163
"2025-07-21 10:45:00";210.32000732421875;210.4900054931641;210.2899932861328;210.44000244140625;248964
"2025-07-21 10:50:00";210.42999267578125;210.7700042724609;210.26499938964844;210.67999267578125;629051
"2025-07-21 10:55:00";210.67999267578125;211.00999450683597;210.4700927734375;210.4700927734375;694033
"2025-07-21 11:00:00";210.5110015869141;210.88999938964844;210.4199981689453;210.80999755859372;374977
"2025-07-21 11:05:00";210.8000030517578;211.0;210.7805938720703;210.92999267578125;417829
"2025-07-21 11:10:00";210.9499969482422;210.98880004882807;210.74009704589844;210.74839782714844;266861
"2025-07-21 11:15:00";210.7400054931641;210.8999938964844;210.5399932861328;210.5500030517578;265858
"2025-07-21 11:20:00";210.55999755859372;210.63999938964844;210.4199981689453;210.6000061035156;317090
"2025-07-21 11:25:00";210.63800048828125;210.8500061035156;210.58999633789065;210.8500061035156;339595
"2025-07-21 11:30:00";210.85499572753903;210.9600067138672;210.69000244140625;210.75999450683597;311949
"2025-07-21 11:35:00";210.75999450683597;211.0;210.75999450683597;210.88360595703125;271642
"2025-07-21 11:40:00";210.8600006103516;211.0050048828125;210.80999755859372;210.9613037109375;795422
"2025-07-21 11:45:00";210.9750061035156;211.0953063964844;210.9402008056641;211.0;414480
"2025-07-21 11:50:00";210.9900054931641;211.0449981689453;210.92999267578125;210.97999572753903;198714
